image_00069a13_lt52.69203550_ln39.62739559_p-748_r00_y-899.jpg;52.69203550;39.62739559;748
image_0004699f_lt52.68414049_ln39.61833758_p-547_r00_y-1299.jpg;52.68414049;39.61833758;547
image_00564294_lt52.68431159_ln39.61779539_p-617_r00_y1315.jpg;52.68431159;39.61779539;617
image_000394ff_lt52.68057497_ln39.62066425_p-497_r00_y-1383.jpg;52.68057497;39.62066425;497
image_0006fff7_lt52.69290731_ln39.62684305_p-638_r00_y930.jpg;52.69290731;39.62684305;638
image_0055164e_lt52.68429726_ln39.61865302_p-434_r00_y-815.jpg;52.68429726;39.61865302;434
image_0006f703_lt52.69304838_ln39.62680365_p-543_r00_y1156.jpg;52.69304838;39.62680365;543
image_005490d1_lt52.68238703_ln39.61969589_p-550_r00_y-1025.jpg;52.68238703;39.61969589;550
image_0057771e_lt52.68007143_ln39.62036303_p-501_r00_y438.jpg;52.68007143;39.62036303;501
image_000387bf_lt52.68035209_ln39.62080634_p-614_r00_y-893.jpg;52.68035209;39.62080634;614
image_0008a89d_lt52.68740089_ln39.62149940_p-515_r00_y1009.jpg;52.68740089;39.62149940;515
image_0007b306_lt52.69049592_ln39.62514117_p-381_r00_y978.jpg;52.69049592;39.62514117;381
image_00551aba_lt52.68435576_ln39.61872703_p-398_r00_y-805.jpg;52.68435576;39.61872703;398
image_00073052_lt52.69211760_ln39.62704427_p-529_r00_y559.jpg;52.69211760;39.62704427;529
image_0055abf7_lt52.68607980_ln39.61995154_p-536_r00_y-1666.jpg;52.68607980;39.61995154;536
image_000476e4_lt52.68428505_ln39.61841062_p-501_r00_y-807.jpg;52.68428505;39.61841062;501
image_005753bd_lt52.68024583_ln39.62026945_p-592_r00_y717.jpg;52.68024583;39.62026945;592
image_000ac4f9_lt52.68026301_ln39.62068600_p-688_r00_y-214.jpg;52.68026301;39.62068600;688
image_000a2bfe_lt52.68214939_ln39.61917968_p-571_r00_y463.jpg;52.68214939;39.61917968;571
image_005772b2_lt52.68007367_ln39.62036225_p-497_r00_y438.jpg;52.68007367;39.62036225;497
image_00047277_lt52.68422453_ln39.61834214_p-571_r00_y-823.jpg;52.68422453;39.61834214;571
image_000abc1c_lt52.68020165_ln39.62046385_p-596_r00_y241.jpg;52.68020165;39.62046385;596
image_005658b3_lt52.68398563_ln39.61792081_p-557_r00_y485.jpg;52.68398563;39.61792081;557
image_00557b06_lt52.68566199_ln39.62023280_p-568_r00_y-416.jpg;52.68566199;39.62023280;568
image_0008202e_lt52.68911215_ln39.62351388_p-543_r00_y1338.jpg;52.68911215;39.62351388;543
image_00575c97_lt52.68012284_ln39.62033901_p-536_r00_y448.jpg;52.68012284;39.62033901;536
image_00574ae2_lt52.68037992_ln39.62018876_p-554_r00_y879.jpg;52.68037992;39.62018876;554
image_00559159_lt52.68585505_ln39.62045437_p-483_r00_y-971.jpg;52.68585505;39.62045437;483
image_00564700_lt52.68424520_ln39.61777534_p-638_r00_y1125.jpg;52.68424520;39.61777534;638
image_00579aa6_lt52.68022473_ln39.62102937_p-508_r00_y-444.jpg;52.68022473;39.62102937;508
image_00578d5d_lt52.68016532_ln39.62071893_p-614_r00_y-168.jpg;52.68016532;39.62071893;614
image_00074207_lt52.69191180_ln39.62685296_p-434_r00_y967.jpg;52.69191180;39.62685296;434
image_0008ad0a_lt52.68734087_ln39.62142390_p-448_r00_y993.jpg;52.68734087;39.62142390;448
image_0007a155_lt52.69070971_ln39.62541279_p-543_r00_y1325.jpg;52.69070971;39.62541279;543
image_00081754_lt52.68921807_ln39.62367454_p-504_r00_y1199.jpg;52.68921807;39.62367454;504
image_00081bc1_lt52.68916715_ln39.62359869_p-540_r00_y1454.jpg;52.68916715;39.62359869;540
image_0055d3dc_lt52.68577829_ln39.61946186_p-508_r00_y1017.jpg;52.68577829;39.61946186;508
image_00046e0c_lt52.68417793_ln39.61831530_p-582_r00_y-901.jpg;52.68417793;39.61831530;582
image_00558869_lt52.68583039_ln39.62042649_p-504_r00_y-794.jpg;52.68583039;39.62042649;504
image_000896ef_lt52.68762122_ln39.62178605_p-518_r00_y1074.jpg;52.68762122;39.62178605;518
image_00062fdb_lt52.69050811_ln39.62575318_p-667_r00_y-549.jpg;52.69050811;39.62575318;667
image_0055c215_lt52.68603361_ln39.61977546_p-557_r00_y1517.jpg;52.68603361;39.61977546;557
image_0057656f_lt52.68007359_ln39.62036002_p-497_r00_y438.jpg;52.68007359;39.62036002;497
image_0006f294_lt52.69306516_ln39.62680099_p-529_r00_y1396.jpg;52.69306516;39.62680099;529
image_00563e26_lt52.68438094_ln39.61782038_p-575_r00_y1354.jpg;52.68438094;39.61782038;575
image_0055caeb_lt52.68590575_ln39.61962072_p-589_r00_y1245.jpg;52.68590575;39.61962072;589
image_0057a39c_lt52.68025249_ln39.62103935_p-511_r00_y-729.jpg;52.68025249;39.62103935;511
image_000aaa63_lt52.68030460_ln39.62036472_p-638_r00_y826.jpg;52.68030460;39.62036472;638
image_00063445_lt52.69057245_ln39.62581658_p-716_r00_y-486.jpg;52.69057245;39.62581658;716
image_00099def_lt52.68422905_ln39.61786937_p-670_r00_y1011.jpg;52.68422905;39.61786937;670
image_0005c82c_lt52.68903717_ln39.62398725_p-645_r00_y-744.jpg;52.68903717;39.62398725;645
image_0057a80a_lt52.68030479_ln39.62100700_p-540_r00_y-861.jpg;52.68030479;39.62100700;540
image_0056c90c_lt52.68228646_ln39.61895672_p-585_r00_y911.jpg;52.68228646;39.61895672;585
image_0009a6cd_lt52.68409746_ln39.61796362_p-656_r00_y491.jpg;52.68409746;39.61796362;656
image_000a2308_lt52.68227594_ln39.61909627_p-628_r00_y869.jpg;52.68227594;39.61909627;628
image_000ab342_lt52.68020262_ln39.62042731_p-585_r00_y449.jpg;52.68020262;39.62042731;585
image_0055bda6_lt52.68608321_ln39.61982924_p-522_r00_y1522.jpg;52.68608321;39.61982924;522
image_0008290a_lt52.68900781_ln39.62336659_p-469_r00_y1009.jpg;52.68900781;39.62336659;469
